emotion,text
Negative,"i'm so worn out, this week has sped by soo fast. gonna ask mum if we can go to the movies. i'm desperate"
Negative,"Wee laddie's been SO upset for about 2 hours. Tried soothing him in bed, nursing, etc. Nope. Up at 3:30am for real food. Blue Clues now."
Positive,"@ddlovato july 21st!?? that means at your concert I won't know all the songs.  oh well, yay demi!! &lt;3"
Positive,I have been playing skate for two hours. Now i need to get out and actually skate. But it's too late
Negative,I've got a dentist's appointment soon!  The drill feels like I've got my brain in a blender - not looking forward to it
Positive,"@mitch_400iso Me too, she was adorable and you could tell the pressure got to her."
Negative,@Scarlettjen fuck. it should be recoverable. it's just the boot part that's messed up. grr argh. my business was on there.
Negative,"@ajaedandridge ate pussy, I refuse to bless her cuz she already clingy"
Negative,Not well again  @littlereidy it's definitely not hayfever
Negative,HOW COME ITS SO HARD TO FIND A GUY WITH THE SAME PASSION FOR LOVE AS FOR A WOMAN?? AM I EVER GOING TO SEE THE DAY! IM lonely yall!
Negative,@madeofhoney1 im sorry. i dont wanna cuz of how u act. u just turn right around and ignore me and all that
Positive,Oh my gosh! My hair is so short! I miss my long hair!
Negative,@SydneyAlterEgo probably not in this weather
Negative,Ugh id better get up for work
Positive,@sevinnyne6126 Lindsay we are your spanish fansite and we love you www.ultimatelohan.org please reply us  I wish you a good flight &lt;3
Negative,I am living in a country where the government is ALWAYS a circus show ... sad but true...
Negative,had my lip pierced for about 30 minutes.  and then it died.
Negative,why not everything workout as you planned.
Negative,Don't know who U R anymore!!!
Negative,aww only 15minutes left of family guy
Negative,My dead grandpa pays more attention to me than you do
Positive,@sevinnyne6126 Lindsay we are your spanish fansite and we love you www.ultimatelohan.org please reply us  I wish you good luck
Negative,"don't know what to do today.  amazing weather and i'm sitting here, great."
Negative,BIG NEWS?! But I don't know if I can share it.
Negative,@alabamawhirly I'll be stuck inside the office all day today
Negative,Being dragged round Ikea this morning  Bad times!
Negative,@Nelley aww sorry boo. I haven't bought a printer in 4 years; my canon i900d is still making amazing prints. Have zero fisheye exp.
Negative,I wanted to see the story on ACORN tonight on Glen Beck but I missed it
Negative,So ... Still finishing errands for a trip tomorrow morning where I have to be at airport at 6am.
Negative,Tv arrived but can't play cos have to go to stupid work
Negative,@QueenofScots67 this is a little sad and I know I am new but no one has ff me yet
Negative,"Invasion of the Old Ladies has just ended, still have to clean up not going to be able to make it to the tweetup tonight."
Positive,I almost say &quot;bless you&quot; to a sneezing cat
Positive,"At work   leave for Berlin at 17:00 by car, will be a late arrival"
Negative,@monroejnicole Im goodie. I feel like we are so disconnected
Positive,@DaRealSunisaKim There's ding tai Fung here in Sydney aswell...  making me want dumplings...
Negative,arrives in mfk... With these potholes.. I foresee a wheel changing session. Hai no man
Negative,going to bed...with NO sexy time UGHHH!
Negative,sneezing is never a good sign
Negative,Sometimes I have a pillow and sometimes I don't
Negative,@GuitarHeroDevs Why online one download this week?
Negative,*sigh* i always disappoint people who get in my way...  everyone .. i'm OUT.. i might disappoint everyone else here..
Negative,"@kpatthethird FML dad didnt leave me any moneyz, so i have 2 wait till he gets home   call me when you finish work?"
Negative,"@ajaedandridge  ummm...last night when I DM'd you, you said it was a &quot;good&quot; question."
Negative,I hate this bit
Positive,I miss you sweetie!
Negative,I miss Feb 23rd 2008  best night of my whole entire fucking life. I'd rather re-live that night then win $1million.
Positive,@AntBoogieWorld Wish you were coming to Australia &amp; New Zealand with the Sticky Tour Ant
Negative,"@harneet @RangitaNandy as a kid, i remember searching with the local video store owner in a godown , got a video tape with fungus badluck"
Negative,@FLASxyBlck25 right now thats about all I can deal with  I work too much and I need my space! Most women dont offer that!
Negative,work suckd.. another closing nite with 30 dollars pockeded..  i need a new job
Positive,what a bummer that tomorrow is friday again!
Negative,screw the fact you can't post LONG updates on twitter
Negative,@Miss_Thrifty eBay 10 mile rule not working for me.  Too many pairs of leather trousers being sold in Aberdeen. Will try next week.
Positive,@IljaCoolen Thanks! Just used a therm to pry it out. Was like concrete! Blood and everything!  He's doing a lot better now. Thank god.
Negative,"@NosliwEiggam hey, got your text sms. i plan on maybe just catching a flick tonight. last night was a wee bit too much for me"
Positive,#3breakupwords you have changed
Negative,#freakyfriday Slipped in the shower and fell. Lucky to escape with just a couple of concussions!
Negative,Damn I failed in my assassination attempt on Louis  re: http://ff.im/3mrIM
Negative,@displayspook damn i missed it too
Negative,Y AM I STILL AWAKE!!!! SMH.... THIS SUCKS!!!
Negative,is having headache and colds...
Positive,"@beautifulpyre GRR. we are only allowed gas grills where i live, it sucks."
Negative,This headache is killing me yet I need to cover some boring police event.
Negative,Another night of not sleeping
Negative,"@tommcfly, @dannymcfly, @mcflyharry and @dougiemcfly i think you should come home now"
Negative,You guys dont get too drunk without me
Negative,This place blows! My UberTwitter isn't functioning here! Had to switch to TB
Negative,@UltraSub Too much details !!!    (But glad he is better)
Positive,"Just finished The Village. So in love,could watch it over and over! Wonder why I can't get to sleep tonight"
Negative,I'm sooo lost without my car  This is truly depressing. Pregnant people should NEVER be this stressed out!
Positive,what's wrong with people? Second break-in at Wallmans tonight
Negative,@jessiimiica I am like the most saddest person on jtv right now because you are not on
Negative,"Heathrow Connect is ï¿½7.40,i thought it was a bargain (express is 15),but then it terminated at Hayes/Harlington and i had to take a bus"
Positive,http://twitpic.com/666gy - My glass is empty. Will someone be a dear and fetch me another?
Negative,"@brookedanielle_ it just upsets me , becasue like 6 years we have loved them .. and then this happens  imm really uset now x"
Positive,@Phoebo oh poor you  atleast get paid for staying back or?
Negative,Marley and me is the saddest movie ever I never cry in movies but this movie mad me cry
Positive,"@TerrenceJ106 Here! Got a 2JOBs &amp;a degree, but my damn car DIED so @lamborghinibow just made me feel shitty bout not havin a car!"
Negative,I was looking forward to seeing @PapaRoach in Raleigh (fan for 10 years NB too) but scalpers took the tix and sell them for $200  morons
Negative,@chasssss they got attacked by the club
Negative,Cars been dropped off for service and mot  getting the train home! Hate public transport!!
Negative,Morning tweeple! I'm a bit sneezy today
Positive,I am soooo  right now!
Negative,Did not win Kelly Clarkson Tickets. Sorry Cecilia. Really wish I could give that to you! You so much deserve it.
Negative,@xxsteebiexx lol i know i wld like to get a reply from seann william scott but he dont reply  and hes one of my favourite actors
Negative,i'm so mad that im going to be missing the maine tomorrow because it takes all effing day to fly to florida
Positive,All of you can have fun tweeting all day while im cleaning hair  LOL
Negative,what do u do when ur dads losing it mentaly and dosent remeber you
Negative,why am i up...i have to wake up at 7
Negative,"Google Wave presentation: http://bit.ly/2ehfov  I'm not very impressed. It's nice, but it's not really for me"
Negative,@dylandersen I am lost. Please help me find a good home.
Negative,Fixed my favourites. $180 and the heels fell off after 4 wears
Positive,@Scrambledmegs haha i love surprises! i don't work til sunday tho so i have to wait.
Negative,Hate be late
Negative,feeling like shit. hope its not swine flu or something
Negative,"Its friday and i'm sick, story of my life..."
Negative,how i wish the result IS true...
Positive,Summer is really ending. It's raining.
Negative,"@queeeniee Where's yummiest Pan Mee? For me it's behind Dance Center, Ipoh Garden South. and i miss it"
Positive,This is one of my all-time favorite episodes/quotes from The OfficeUS only   )  http://bit.ly/ARMJ
Negative,Nice action shot: http://bit.ly/m8zfx   I miss working a pole.
Negative,I am not going to entertain any request for reducing shipping cost by using registered post instead of courier from now on....
Negative,I still have a very depressed feline fuzzball...it's another trip to vet tmrw to see what can be done...worried doesn't even cover it
Positive,@wilw wtf pogs are back too?
Negative,Going to miss my roomie @Staycy... We will no longer be roomies starting tomorrow
Negative,"@crunchybunny Sus Ate, I was so upset, I wasn't informed AT ALL. Turns out, they told Sarms and they expected her to tell me. Huff."
Negative,Hydro drive abandoned after three miles
Negative,@MadamSalami pmsl @poo... We had crap everywhere too. But NO More. Love it. My wool stash today though
Negative,dreading work tomorrow wish I had one more day off
Negative,@anttoekneeeeeee with 14mph winds!!
Negative,@Rina_spn what's going on?
Negative,where has my sleep run off to??
Negative,@mizzlalabaybii @KEWSBOOGIE im just so lonely right now. maybe SADE GOT ME FEELING LIKE THIS
Negative,very tired and anxious
Positive,I chilled in my room with my baby book missed my bro leavin  he really is cool had a stripper shirt on said I suppoort single moms! Funny
Negative,its my burfday and i'm all alone
Negative,@disquiet Business or pleasure? Will keep my eye out for anything. You're just missing a Moondog concert tomorrow night
Negative,"@JoelMadden I applaud you for accepting gay marriage, I have rels that are born again that hate me for it."
Negative,hmz... second most popular page on this governmental site is the 404 page... fail
